,author,macro_f1
0,Ajay_Gupta.xml,0.5
1,Alok_Gupta.xml,0.7741935483870968
2,Barry_Wilkinson.xml,1.0
3,Bin_Li.xml,0.4264226959879134
4,Bin_Yu.xml,0.33050527903469074
5,Bin_Zhu.xml,0.5396825396825397
6,Bing_Liu.xml,0.5596153846153846
7,Bo_Liu.xml,0.2753968253968254
8,Bob_Johnson.xml,0.75
9,Charles_Smith.xml,0.6
10,Cheng_Chang.xml,0.5
11,Daniel_Massey.xml,0.988235294117647
12,David_Brown.xml,0.740506329113924
13,David_C._Wilson.xml,0.8087431693989071
14,David_Cooper.xml,0.56
15,David_E._Goldberg.xml,0.12957606996134347
16,David_Jensen.xml,0.9607843137254902
17,David_Levine.xml,0.5882352941176471
18,David_Nelson.xml,0.4
19,Eric_Martin.xml,0.41003584229390677
20,F._Wang.xml,0.6052631578947368
21,Fan_Wang.xml,0.5822784810126582
22,Fei_Su.xml,0.7666666666666667
23,Feng_Liu.xml,0.25504032258064513
24,Feng_Pan.xml,0.6481481481481481
25,Frank_Mueller.xml,0.5073096446700508
26,Gang_Chen.xml,0.44690579424517146
27,Gang_Luo.xml,0.763157894736842
28,Hao_Wang.xml,0.46554548623213665
29,Hiroshi_Tanaka.xml,0.8732394366197184
30,Hong_Xie.xml,0.4
31,Hui_Fang.xml,0.6875000000000001
32,Hui_Yu.xml,0.2702702702702703
33,J._Guo.xml,0.2666666666666667
34,J._Yin.xml,0.6666666666666666
35,Jeffrey_Parsons.xml,0.9836065573770492
36,Ji_Zhang.xml,0.5454545454545454
37,Jianping_Wang.xml,0.927536231884058
38,Jie_Tang.xml,0.944
39,Jie_Yu.xml,0.7450980392156863
40,Jim_Gray.xml,0.316620294599018
41,Jing_Zhang.xml,0.5394230769230769
42,John_Collins.xml,0.8750000000000001
43,John_F._McDonald.xml,0.9850746268656716
44,John_Hale.xml,0.9166666666666666
45,Jose_M._Garcia.xml,0.9625
46,Juan_Carlos_Lopez.xml,1.0
47,Kai_Tang.xml,0.9787234042553191
48,Kai_Zhang.xml,0.2631578947368421
49,Ke_Chen.xml,0.2755602240896359
50,Keith_Edwards.xml,0.878048780487805
51,Koichi_Furukawa.xml,0.9934640522875817
52,Kuo_Zhang.xml,0.6086956521739131
53,Lei_Chen.xml,0.43016647068317543
54,Lei_Fang.xml,0.5217391304347826
55,Lei_Jin.xml,0.6666666666666666
56,Lei_Wang.xml,0.38527939015699336
57,Li_Shen.xml,0.8300000000000001
58,Lu_Liu.xml,0.3888888888888889
59,M._Rahman.xml,0.47619047619047616
60,Manuel_Silva.xml,0.9197080291970803
61,Mark_Davis.xml,0.7027027027027027
62,Michael_Lang.xml,0.6399999999999999
63,Michael_Siegel.xml,0.7865168539325843
64,Michael_Smith.xml,0.2631578947368421
65,Michael_Wagner.xml,0.607843137254902
66,Ning_Zhang.xml,0.4136094674556213
67,Paul_Brown.xml,0.5555555555555556
68,Paul_Wang.xml,0.5454545454545454
69,Peter_Phillips.xml,0.5555555555555556
70,Philip_J._Smith.xml,0.8813559322033898
71,Ping_Zhou.xml,0.4
72,Qiang_shen.xml,0.955223880597015
73,R._Balasubramanian.xml,0.787878787878788
74,R._Cole.xml,0.8421052631578948
75,R._Ramesh.xml,0.6857142857142856
76,Rafael_Alonso.xml,0.9333333333333333
77,Rakesh_Kumar.xml,0.5950704225352113
78,Richard_Taylor.xml,0.5416666666666666
79,Robert_Allen.xml,0.7692307692307693
80,Robert_Schreiber.xml,0.5245614035087719
81,S._Huang.xml,0.23529411764705882
82,Sanjay_Jain.xml,0.3236097971197309
83,Satoshi_Kobayashi.xml,0.9142857142857143
84,Shu_lin.xml,0.9933774834437086
85,Steve_King.xml,0.7843137254901961
86,Thomas_Hermann.xml,0.6461538461538462
87,Thomas_Meyer.xml,0.7843137254901961
88,Thomas_Tran.xml,0.9655172413793104
89,Thomas_Wolf.xml,0.7058823529411764
90,Thomas_Zimmermann.xml,0.9924812030075187
91,Wei_Xu.xml,0.21988795518207285
92,William_H._Hsu.xml,0.9696969696969697
93,X._Zhang.xml,0.3423076923076923
94,Xiaoming_Wang.xml,0.5490196078431372
95,Xiaoyan_Li.xml,0.4651162790697675
96,Yan_Tang.xml,0.6363636363636364
97,Yang_Wang.xml,0.20352475874070555
98,Yang_Yu.xml,0.45652173913043476
99,Yi_Deng.xml,0.9534161490683231
100,Yong_Chen.xml,0.2434782608695652
101,Yoshio_Tanaka.xml,0.963855421686747
102,Young_Park.xml,0.5
103,Yu_Zhang.xml,0.3664529925315001
104,Yue_Zhao.xml,0.7692307692307693
105,Yun_Wang.xml,0.2641509433962264
106,Z._Wang.xml,0.12
